    0.0540    0.6656
    0.2601    0.7049
    0.1229    0.4862
   -0.1861    0.7794
    0.0934    0.6214
   -0.2242    0.9044
    0.3318    0.3579
    0.1785    0.4157
   -0.0393    0.8904
    0.3520    0.3276
